_dt,location,trend,tweet_volume
2017-08-22T06:00:05.224Z,Blackpool,Joss Whedon,22262
2017-08-22T06:00:05.266Z,Leicester,Joss Whedon,22262
2017-08-22T06:00:05.281Z,Liverpool,Joss Whedon,22287
2017-08-22T06:00:05.330Z,Edinburgh,Joss Whedon,22287
2017-08-22T06:00:05.381Z,Newcastle,Joss Whedon,22262
2017-08-22T06:00:05.705Z,Belfast,Joss Whedon,22262
2017-08-22T06:00:05.719Z,Nottingham,Joss Whedon,22287
2017-08-22T06:00:05.897Z,Plymouth,Joss Whedon,22287
2017-08-22T06:00:05.982Z,Swansea,Joss Whedon,22287
2017-08-22T06:00:06.011Z,Middlesbrough,Joss Whedon,22287
2017-08-22T06:00:07.343Z,London,Joss Whedon,22287
2017-08-22T06:00:11.328Z,Toronto,Joss Whedon,22287
2017-08-22T06:00:11.351Z,Montreal,Joss Whedon,22287
2017-08-22T06:00:11.370Z,Ottawa,Joss Whedon,22287
2017-08-22T06:00:11.387Z,Calgary,Joss Whedon,22287
2017-08-22T06:00:11.404Z,Hull,Joss Whedon,22287
2017-08-22T06:00:13.451Z,Canada,Joss Whedon,22287
2017-08-22T06:00:14.619Z,United Kingdom,Joss Whedon,22262
2017-08-22T07:00:04.324Z,Newcastle,Joss Whedon,21473
2017-08-22T07:00:04.421Z,Liverpool,Joss Whedon,21473
2017-08-22T07:00:04.472Z,Leeds,Joss Whedon,21473
2017-08-22T07:00:04.597Z,Vancouver,Joss Whedon,21473
2017-08-22T07:00:04.671Z,Stoke-on-Trent,Joss Whedon,21448
2017-08-22T07:00:04.692Z,Coventry,Joss Whedon,21473
2017-08-22T07:00:04.729Z,Cardiff,Joss Whedon,21448
2017-08-22T07:00:04.750Z,Brighton,Joss Whedon,21473
2017-08-22T07:00:04.833Z,Toronto,Joss Whedon,21473
2017-08-22T07:00:04.853Z,Plymouth,Joss Whedon,21473
2017-08-22T07:00:04.888Z,Leicester,Joss Whedon,21473
2017-08-22T07:00:04.892Z,Montreal,Joss Whedon,21473
2017-08-22T07:00:04.954Z,Nottingham,Joss Whedon,21448
2017-08-22T07:00:05.084Z,Ottawa,Joss Whedon,21473
2017-08-22T07:00:05.112Z,Blackpool,Joss Whedon,21448
2017-08-22T07:00:05.157Z,Derby,Joss Whedon,21448
2017-08-22T07:00:05.376Z,Sheffield,Joss Whedon,21448
2017-08-22T07:00:05.727Z,Hull,Joss Whedon,21473
2017-08-22T07:00:05.805Z,Portsmouth,Joss Whedon,21448
2017-08-22T07:00:05.851Z,Bournemouth,Joss Whedon,21448
2017-08-22T07:00:05.921Z,Belfast,Joss Whedon,21473
2017-08-22T07:00:05.983Z,Edmonton,Joss Whedon,21473
2017-08-22T07:00:06.001Z,Preston,Joss Whedon,21448
2017-08-22T07:00:06.031Z,Manchester,Joss Whedon,21473
2017-08-22T07:00:06.154Z,Bristol,Joss Whedon,21473
2017-08-22T07:00:06.256Z,Swansea,Joss Whedon,21448
2017-08-22T07:00:06.371Z,Glasgow,Joss Whedon,21448
2017-08-22T07:00:06.473Z,Calgary,Joss Whedon,21473
2017-08-22T07:00:06.599Z,Edinburgh,Joss Whedon,21448
2017-08-22T07:00:07.257Z,London,Joss Whedon,21473
2017-08-22T07:00:09.547Z,Winnipeg,Joss Whedon,21473
2017-08-22T07:00:09.558Z,Quebec,Joss Whedon,21473
2017-08-22T07:00:09.563Z,Middlesbrough,Joss Whedon,21473
2017-08-22T07:00:09.592Z,Birmingham,Joss Whedon,21473
2017-08-22T07:00:11.891Z,Canada,Joss Whedon,21473
2017-08-22T07:00:13.081Z,United Kingdom,Joss Whedon,21473
2017-08-22T08:00:03.361Z,Montreal,Joss Whedon,20686
2017-08-22T08:00:03.590Z,Winnipeg,Joss Whedon,20686
2017-08-22T08:00:03.617Z,Calgary,Joss Whedon,20668
2017-08-22T08:00:03.731Z,Edmonton,Joss Whedon,20686
2017-08-22T08:00:04.409Z,Quebec,Joss Whedon,20686
2017-08-22T08:00:04.433Z,Ottawa,Joss Whedon,20686
2017-08-22T08:00:04.515Z,Vancouver,Joss Whedon,20668
2017-08-22T08:00:08.978Z,Toronto,Joss Whedon,20686
2017-08-22T08:00:11.200Z,Canada,Joss Whedon,20686
2017-08-22T09:00:06.486Z,Toronto,Joss Whedon,20131
2017-08-22T09:00:06.832Z,Vancouver,Joss Whedon,20131
2017-08-22T09:00:08.208Z,Ottawa,Joss Whedon,20131
2017-08-22T09:00:09.168Z,Calgary,Joss Whedon,20131
2017-08-22T09:00:10.385Z,Winnipeg,Joss Whedon,20109
2017-08-22T09:00:10.961Z,Edmonton,Joss Whedon,20109
2017-08-22T09:00:11.162Z,Montreal,Joss Whedon,20131
2017-08-22T09:00:11.377Z,Quebec,Joss Whedon,20131
2017-08-22T09:00:12.102Z,Canada,Joss Whedon,20109
2017-08-22T10:00:05.164Z,Winnipeg,Joss Whedon,19402
2017-08-22T10:00:05.177Z,Edmonton,Joss Whedon,19380
2017-08-22T10:00:05.224Z,Ottawa,Joss Whedon,19402
2017-08-22T10:00:05.253Z,Montreal,Joss Whedon,19402
2017-08-22T10:00:05.505Z,Vancouver,Joss Whedon,19380
2017-08-22T10:00:06.003Z,Toronto,Joss Whedon,19402
2017-08-22T10:00:10.205Z,Calgary,Joss Whedon,19380
2017-08-22T10:00:10.221Z,Quebec,Joss Whedon,19380
2017-08-22T10:00:11.934Z,Canada,Joss Whedon,19402
2017-08-22T11:00:03.395Z,Vancouver,Joss Whedon,18762
2017-08-22T11:00:03.572Z,Winnipeg,Joss Whedon,18762
2017-08-22T11:00:04.153Z,Calgary,Joss Whedon,18783
2017-08-22T11:00:04.963Z,Edmonton,Joss Whedon,18762
2017-08-22T11:00:05.167Z,Toronto,Joss Whedon,18783
2017-08-22T11:00:08.338Z,Quebec,Joss Whedon,18783
2017-08-22T11:00:08.351Z,Montreal,Joss Whedon,18783
2017-08-22T11:00:08.359Z,Ottawa,Joss Whedon,18783
2017-08-22T11:00:10.792Z,Canada,Joss Whedon,18783
2017-08-22T12:00:04.640Z,Quebec,Joss Whedon,18173
2017-08-22T12:00:04.763Z,Winnipeg,Joss Whedon,18173
2017-08-22T12:00:04.827Z,Calgary,Joss Whedon,18173
2017-08-22T12:00:04.977Z,Toronto,Joss Whedon,18192
2017-08-22T12:00:05.108Z,Ottawa,Joss Whedon,18173
2017-08-22T12:00:05.532Z,Montreal,Joss Whedon,18173
2017-08-22T12:00:05.639Z,Vancouver,Joss Whedon,18192
2017-08-22T12:00:05.775Z,Edmonton,Joss Whedon,18173
2017-08-22T12:00:11.099Z,Canada,Joss Whedon,18173
2017-08-22T13:00:03.182Z,Calgary,Joss Whedon,17510
2017-08-22T13:00:04.336Z,Winnipeg,Joss Whedon,17510
2017-08-22T13:00:05.725Z,Quebec,Joss Whedon,17510
2017-08-22T13:00:08.765Z,Montreal,Joss Whedon,17472
2017-08-22T13:00:09.583Z,Vancouver,Joss Whedon,17472
2017-08-22T13:00:09.594Z,Ottawa,Joss Whedon,17472
2017-08-22T13:00:09.622Z,Toronto,Joss Whedon,17472
2017-08-22T13:00:09.802Z,Edmonton,Joss Whedon,17472
2017-08-22T13:00:12.892Z,Canada,Joss Whedon,17472
2017-08-22T14:00:05.346Z,Vancouver,Joss Whedon,16824
2017-08-22T14:00:05.574Z,Toronto,Joss Whedon,16791
2017-08-22T14:00:06.109Z,Winnipeg,Joss Whedon,16824
2017-08-22T14:00:06.363Z,Edmonton,Joss Whedon,16824
2017-08-22T14:00:06.504Z,Montreal,Joss Whedon,16791
2017-08-22T14:00:06.967Z,Ottawa,Joss Whedon,16791
2017-08-22T14:00:08.463Z,Calgary,Joss Whedon,16824
2017-08-22T14:00:08.718Z,Quebec,Joss Whedon,16824
2017-08-22T14:00:10.800Z,Canada,Joss Whedon,16791
2017-08-22T15:00:03.390Z,Calgary,Joss Whedon,15829
2017-08-22T15:00:03.775Z,Vancouver,Joss Whedon,15863
2017-08-22T15:00:03.853Z,Toronto,Joss Whedon,15863
2017-08-22T15:00:04.029Z,Quebec,Joss Whedon,15829
2017-08-22T15:00:04.508Z,Montreal,Joss Whedon,15829
2017-08-22T15:00:04.692Z,Winnipeg,Joss Whedon,15829
2017-08-22T15:00:05.076Z,Edmonton,Joss Whedon,15829
2017-08-22T15:00:08.879Z,Ottawa,Joss Whedon,15829
2017-08-22T15:00:11.030Z,Canada,Joss Whedon,15863
2017-08-22T16:00:06.246Z,Calgary,Joss Whedon,14595
2017-08-22T16:00:06.695Z,Toronto,Joss Whedon,14595
2017-08-22T16:00:10.648Z,Winnipeg,Joss Whedon,14595
2017-08-22T16:00:10.800Z,Quebec,Joss Whedon,14632
2017-08-22T16:00:11.304Z,Edmonton,Joss Whedon,14632
2017-08-22T16:00:11.783Z,Vancouver,Joss Whedon,14632
2017-08-22T16:00:12.222Z,Montreal,Joss Whedon,14632
2017-08-22T16:00:12.231Z,Ottawa,Joss Whedon,14632
2017-08-22T16:00:16.588Z,Canada,Joss Whedon,14595
2017-08-22T17:00:03.433Z,Montreal,Joss Whedon,13452
2017-08-22T17:00:03.729Z,Quebec,Joss Whedon,13408
2017-08-22T17:00:04.111Z,Calgary,Joss Whedon,13408
2017-08-22T17:00:04.131Z,Ottawa,Joss Whedon,13408
2017-08-22T17:00:04.510Z,Edmonton,Joss Whedon,13452
2017-08-22T17:00:05.100Z,Winnipeg,Joss Whedon,13408
2017-08-22T17:00:09.943Z,Vancouver,Joss Whedon,13408
2017-08-22T17:00:09.995Z,Toronto,Joss Whedon,13408
2017-08-22T17:00:13.474Z,Canada,Joss Whedon,13408
2018-02-22T21:00:07.548Z,Can Tho,Joss Whedon,
2018-02-22T21:00:08.809Z,Hanoi,Joss Whedon,
2018-02-22T21:00:09.586Z,Ho Chi Minh City,Joss Whedon,
2018-02-22T21:00:11.010Z,Los Angeles,Joss Whedon,
2018-02-22T21:00:11.450Z,Da Nang,Joss Whedon,
2018-02-22T21:00:11.459Z,Hai Phong,Joss Whedon,
2018-02-22T21:00:12.221Z,Vietnam,Joss Whedon,
2018-02-22T21:00:13.730Z,Puerto Rico,Joss Whedon,
2018-02-22T22:00:05.399Z,Guadalajara,Joss Whedon,
2018-02-22T22:00:05.519Z,Acapulco,Joss Whedon,
2018-02-22T22:00:05.533Z,León,Joss Whedon,
2018-02-22T22:00:05.584Z,San Luis Potosí,Joss Whedon,
2018-02-22T22:00:05.698Z,Chihuahua,Joss Whedon,
2018-02-22T22:00:05.709Z,Mérida,Joss Whedon,
2018-02-22T22:00:05.837Z,Saltillo,Joss Whedon,
2018-02-22T22:00:05.991Z,Aguascalientes,Joss Whedon,
2018-02-22T22:00:06.039Z,Strasbourg,Joss Whedon,
2018-02-22T22:00:06.093Z,Lyon,Joss Whedon,
2018-02-22T22:00:06.589Z,Barcelona,Joss Whedon,
2018-02-22T22:00:06.638Z,Bilbao,Joss Whedon,
2018-02-22T22:00:06.751Z,Mexicali,Joss Whedon,
2018-02-22T22:00:06.846Z,Tijuana,Joss Whedon,
2018-02-22T22:00:06.952Z,Ciudad Juarez,Joss Whedon,
2018-02-22T22:00:06.968Z,Zaragoza,Joss Whedon,
2018-02-22T22:00:07.005Z,Monterrey,Joss Whedon,
2018-02-22T22:00:07.153Z,Culiacán,Joss Whedon,
2018-02-22T22:00:07.188Z,Malaga,Joss Whedon,
2018-02-22T22:00:07.246Z,Seville,Joss Whedon,
2018-02-22T22:00:07.392Z,Toulouse,Joss Whedon,
2018-02-22T22:00:07.446Z,Nantes,Joss Whedon,
2018-02-22T22:00:07.661Z,Paris,Joss Whedon,
2018-02-22T22:00:07.698Z,Lille,Joss Whedon,
2018-02-22T22:00:07.849Z,Mexico City,Joss Whedon,
2018-02-22T22:00:07.866Z,Marseille,Joss Whedon,
2018-02-22T22:00:07.950Z,Montpellier,Joss Whedon,
2018-02-22T22:00:08.047Z,Bordeaux,Joss Whedon,
2018-02-22T22:00:08.366Z,Las Palmas,Joss Whedon,
2018-02-22T22:00:08.527Z,Naucalpan de Juárez,Joss Whedon,
2018-02-22T22:00:08.624Z,Madrid,Joss Whedon,
2018-02-22T22:00:08.904Z,Toluca,Joss Whedon,
2018-02-22T22:00:09.176Z,Zapopan,Joss Whedon,
2018-02-22T22:00:09.301Z,Ecatepec de Morelos,Joss Whedon,
2018-02-22T22:00:09.358Z,Puebla,Joss Whedon,
2018-02-22T22:00:09.486Z,Murcia,Joss Whedon,
2018-02-22T22:00:09.619Z,Querétaro,Joss Whedon,
2018-02-22T22:00:09.703Z,Ho Chi Minh City,Joss Whedon,
2018-02-22T22:00:09.712Z,Valencia,Joss Whedon,
2018-02-22T22:00:09.755Z,Palma,Joss Whedon,
2018-02-22T22:00:09.850Z,Can Tho,Joss Whedon,
2018-02-22T22:00:09.864Z,Hai Phong,Joss Whedon,
2018-02-22T22:00:10.093Z,Hanoi,Joss Whedon,
2018-02-22T22:00:10.218Z,Hermosillo,Joss Whedon,
2018-02-22T22:00:10.280Z,Rennes,Joss Whedon,
2018-02-22T22:00:10.585Z,Puerto Rico,Joss Whedon,
2018-02-22T22:00:10.754Z,Mexico,Joss Whedon,
2018-02-22T22:00:11.057Z,Nezahualcóyotl,Joss Whedon,
2018-02-22T22:00:11.099Z,Spain,Joss Whedon,
2018-02-22T22:00:11.122Z,Morelia,Joss Whedon,
2018-02-22T22:00:11.617Z,Los Angeles,Joss Whedon,
2018-02-22T22:00:11.749Z,Da Nang,Joss Whedon,
2018-02-22T22:00:12.677Z,Vietnam,Joss Whedon,
2018-02-22T22:00:12.792Z,France,Joss Whedon,
2018-02-22T23:00:04.581Z,Middlesbrough,Joss Whedon,10305
2018-02-22T23:00:04.678Z,Bournemouth,Joss Whedon,10563
2018-02-22T23:00:04.758Z,Stoke-on-Trent,Joss Whedon,10305
2018-02-22T23:00:04.944Z,Leeds,Joss Whedon,10305
2018-02-22T23:00:05.561Z,Preston,Joss Whedon,10563
2018-02-22T23:00:05.616Z,Naucalpan de Juárez,Joss Whedon,10563
2018-02-22T23:00:05.654Z,Sheffield,Joss Whedon,10563
2018-02-22T23:00:05.699Z,Hermosillo,Joss Whedon,10305
2018-02-22T23:00:05.795Z,Ciudad Juarez,Joss Whedon,10305
2018-02-22T23:00:05.811Z,Chihuahua,Joss Whedon,10305
2018-02-22T23:00:05.838Z,Querétaro,Joss Whedon,10305
2018-02-22T23:00:05.899Z,Portsmouth,Joss Whedon,10563
2018-02-22T23:00:05.909Z,Zapopan,Joss Whedon,10305
2018-02-22T23:00:05.991Z,Nezahualcóyotl,Joss Whedon,10305
2018-02-22T23:00:06.102Z,Hull,Joss Whedon,10563
2018-02-22T23:00:06.117Z,León,Joss Whedon,10305
2018-02-22T23:00:06.198Z,Cardiff,Joss Whedon,10305
2018-02-22T23:00:06.210Z,Coventry,Joss Whedon,10563
2018-02-22T23:00:06.311Z,Puebla,Joss Whedon,10563
2018-02-22T23:00:06.382Z,Bristol,Joss Whedon,10305
2018-02-22T23:00:06.395Z,Rennes,Joss Whedon,10305
2018-02-22T23:00:06.435Z,Plymouth,Joss Whedon,10305
2018-02-22T23:00:06.502Z,Zaragoza,Joss Whedon,10563
2018-02-22T23:00:06.542Z,Ecatepec de Morelos,Joss Whedon,10563
2018-02-22T23:00:06.562Z,Leicester,Joss Whedon,10563
2018-02-22T23:00:06.617Z,Edinburgh,Joss Whedon,10563
2018-02-22T23:00:06.644Z,Mexicali,Joss Whedon,10305
2018-02-22T23:00:06.711Z,Lyon,Joss Whedon,10305
2018-02-22T23:00:06.817Z,Acapulco,Joss Whedon,10305
2018-02-22T23:00:06.831Z,Guadalajara,Joss Whedon,10563
2018-02-22T23:00:06.845Z,Belfast,Joss Whedon,10563
2018-02-22T23:00:06.932Z,Manchester,Joss Whedon,10305
2018-02-22T23:00:06.940Z,Derby,Joss Whedon,10563
2018-02-22T23:00:06.987Z,Newcastle,Joss Whedon,10563
2018-02-22T23:00:07.031Z,Barcelona,Joss Whedon,10563
2018-02-22T23:00:07.072Z,Glasgow,Joss Whedon,10305
2018-02-22T23:00:07.148Z,Malaga,Joss Whedon,10305
2018-02-22T23:00:07.197Z,Brighton,Joss Whedon,10305
2018-02-22T23:00:07.311Z,Strasbourg,Joss Whedon,10305
2018-02-22T23:00:07.351Z,San Luis Potosí,Joss Whedon,10563
2018-02-22T23:00:07.428Z,Morelia,Joss Whedon,10563
2018-02-22T23:00:07.489Z,Nottingham,Joss Whedon,10305
2018-02-22T23:00:07.509Z,Culiacán,Joss Whedon,10563
2018-02-22T23:00:07.613Z,Valencia,Joss Whedon,10563
2018-02-22T23:00:07.743Z,Madrid,Joss Whedon,10563
2018-02-22T23:00:08.149Z,Aguascalientes,Joss Whedon,10305
2018-02-22T23:00:08.287Z,Nantes,Joss Whedon,10305
2018-02-22T23:00:08.770Z,Las Palmas,Joss Whedon,10563
2018-02-22T23:00:08.968Z,Montpellier,Joss Whedon,10563
2018-02-22T23:00:09.026Z,Saltillo,Joss Whedon,10563
2018-02-22T23:00:09.108Z,Liverpool,Joss Whedon,10563
2018-02-22T23:00:09.131Z,Swansea,Joss Whedon,10305
2018-02-22T23:00:09.184Z,Da Nang,Joss Whedon,10305
2018-02-22T23:00:09.291Z,Hai Phong,Joss Whedon,10305
2018-02-22T23:00:09.321Z,Hanoi,Joss Whedon,10305
2018-02-22T23:00:09.367Z,Mérida,Joss Whedon,10305
2018-02-22T23:00:09.512Z,Murcia,Joss Whedon,10305
2018-02-22T23:00:09.594Z,Toluca,Joss Whedon,10563
2018-02-22T23:00:09.738Z,London,Joss Whedon,10563
2018-02-22T23:00:09.896Z,Seville,Joss Whedon,10305
2018-02-22T23:00:09.912Z,Marseille,Joss Whedon,10305
2018-02-22T23:00:09.958Z,Bordeaux,Joss Whedon,10305
2018-02-22T23:00:10.059Z,Can Tho,Joss Whedon,10305
2018-02-22T23:00:10.098Z,Birmingham,Joss Whedon,10305
2018-02-22T23:00:10.152Z,Tijuana,Joss Whedon,10563
2018-02-22T23:00:10.212Z,Bilbao,Joss Whedon,10305
2018-02-22T23:00:10.281Z,Ho Chi Minh City,Joss Whedon,10563
2018-02-22T23:00:10.428Z,Palma,Joss Whedon,10563
2018-02-22T23:00:10.500Z,Paris,Joss Whedon,10563
2018-02-22T23:00:10.540Z,Lille,Joss Whedon,10563
2018-02-22T23:00:10.590Z,Mexico City,Joss Whedon,10563
2018-02-22T23:00:10.591Z,Blackpool,Joss Whedon,10305
2018-02-22T23:00:10.618Z,Toulouse,Joss Whedon,10563
2018-02-22T23:00:11.183Z,Monterrey,Joss Whedon,10563
2018-02-22T23:00:11.317Z,Mexico,Joss Whedon,10563
2018-02-22T23:00:11.563Z,France,Joss Whedon,10305
2018-02-22T23:00:11.809Z,United Kingdom,Joss Whedon,10305
2018-02-22T23:00:12.312Z,Spain,Joss Whedon,10563
2018-02-22T23:00:12.324Z,Puerto Rico,Joss Whedon,10305
2018-02-22T23:00:12.603Z,Vietnam,Joss Whedon,10305
2018-02-23T00:00:06.553Z,Leeds,Joss Whedon,12971
2018-02-23T00:00:06.635Z,Morelia,Joss Whedon,12782
2018-02-23T00:00:06.690Z,Bristol,Joss Whedon,12782
2018-02-23T00:00:06.735Z,León,Joss Whedon,12782
2018-02-23T00:00:06.783Z,Acapulco,Joss Whedon,12782
2018-02-23T00:00:06.825Z,Mexico City,Joss Whedon,12782
2018-02-23T00:00:06.880Z,Sheffield,Joss Whedon,12971
2018-02-23T00:00:06.924Z,Stoke-on-Trent,Joss Whedon,12782
2018-02-23T00:00:06.935Z,Edinburgh,Joss Whedon,12971
2018-02-23T00:00:06.986Z,Nottingham,Joss Whedon,12782
2018-02-23T00:00:07.028Z,Newcastle,Joss Whedon,12971
2018-02-23T00:00:07.047Z,Liverpool,Joss Whedon,12971
2018-02-23T00:00:07.235Z,Leicester,Joss Whedon,12782
2018-02-23T00:00:07.322Z,Birmingham,Joss Whedon,12782
2018-02-23T00:00:07.483Z,Zaragoza,Joss Whedon,12782
2018-02-23T00:00:07.531Z,Bournemouth,Joss Whedon,12971
2018-02-23T00:00:07.636Z,Brighton,Joss Whedon,12971
2018-02-23T00:00:07.721Z,Naucalpan de Juárez,Joss Whedon,12971
2018-02-23T00:00:07.749Z,Puebla,Joss Whedon,12782
2018-02-23T00:00:07.764Z,Middlesbrough,Joss Whedon,12971
2018-02-23T00:00:07.797Z,Monterrey,Joss Whedon,12971
2018-02-23T00:00:07.856Z,Mexicali,Joss Whedon,12782
2018-02-23T00:00:07.948Z,Preston,Joss Whedon,12971
2018-02-23T00:00:08.066Z,Cardiff,Joss Whedon,12971
2018-02-23T00:00:08.109Z,Lille,Joss Whedon,12971
2018-02-23T00:00:08.257Z,Swansea,Joss Whedon,12971
2018-02-23T00:00:08.342Z,Glasgow,Joss Whedon,12782
2018-02-23T00:00:08.635Z,Toluca,Joss Whedon,12782
2018-02-23T00:00:08.801Z,Hermosillo,Joss Whedon,12971
2018-02-23T00:00:08.815Z,Tijuana,Joss Whedon,12971
2018-02-23T00:00:09.044Z,Valencia,Joss Whedon,12782
2018-02-23T00:00:09.290Z,Belfast,Joss Whedon,12971
2018-02-23T00:00:09.578Z,Coventry,Joss Whedon,12782
2018-02-23T00:00:09.592Z,Seville,Joss Whedon,12971
2018-02-23T00:00:09.648Z,Strasbourg,Joss Whedon,12971
2018-02-23T00:00:09.760Z,Marseille,Joss Whedon,12782
2018-02-23T00:00:09.795Z,Paris,Joss Whedon,12971
2018-02-23T00:00:09.823Z,Barcelona,Joss Whedon,12782
2018-02-23T00:00:09.836Z,San Luis Potosí,Joss Whedon,12782
2018-02-23T00:00:09.960Z,Blackpool,Joss Whedon,12971
2018-02-23T00:00:10.067Z,Bordeaux,Joss Whedon,12971
2018-02-23T00:00:10.086Z,Montpellier,Joss Whedon,12971
2018-02-23T00:00:10.103Z,Nezahualcóyotl,Joss Whedon,12971
2018-02-23T00:00:10.199Z,Zapopan,Joss Whedon,12971
2018-02-23T00:00:10.259Z,Nantes,Joss Whedon,12971
2018-02-23T00:00:10.379Z,Ciudad Juarez,Joss Whedon,12782
2018-02-23T00:00:10.656Z,Da Nang,Joss Whedon,12971
2018-02-23T00:00:10.677Z,Chihuahua,Joss Whedon,12782
2018-02-23T00:00:10.740Z,Saltillo,Joss Whedon,12782
2018-02-23T00:00:10.776Z,Toulouse,Joss Whedon,12971
2018-02-23T00:00:10.793Z,Mérida,Joss Whedon,12971
2018-02-23T00:00:10.854Z,Manchester,Joss Whedon,12782
2018-02-23T00:00:10.878Z,London,Joss Whedon,12971
2018-02-23T00:00:11.005Z,Madrid,Joss Whedon,12971
2018-02-23T00:00:11.040Z,Hull,Joss Whedon,12782
2018-02-23T00:00:11.052Z,Culiacán,Joss Whedon,12971
2018-02-23T00:00:11.175Z,Rennes,Joss Whedon,12971
2018-02-23T00:00:11.212Z,Portsmouth,Joss Whedon,12971
2018-02-23T00:00:11.267Z,Las Palmas,Joss Whedon,12782
2018-02-23T00:00:11.269Z,Derby,Joss Whedon,12971
2018-02-23T00:00:11.277Z,Plymouth,Joss Whedon,12782
2018-02-23T00:00:11.377Z,Hanoi,Joss Whedon,12782
2018-02-23T00:00:11.426Z,Murcia,Joss Whedon,12971
2018-02-23T00:00:11.572Z,Aguascalientes,Joss Whedon,12971
2018-02-23T00:00:11.645Z,Can Tho,Joss Whedon,12971
2018-02-23T00:00:11.800Z,Ecatepec de Morelos,Joss Whedon,12971
2018-02-23T00:00:12.109Z,Guadalajara,Joss Whedon,12782
2018-02-23T00:00:12.204Z,Querétaro,Joss Whedon,12782
2018-02-23T00:00:12.241Z,Malaga,Joss Whedon,12971
2018-02-23T00:00:12.377Z,Bilbao,Joss Whedon,12782
2018-02-23T00:00:12.629Z,Ho Chi Minh City,Joss Whedon,12782
2018-02-23T00:00:12.649Z,Lyon,Joss Whedon,12782
2018-02-23T00:00:12.799Z,Palma,Joss Whedon,12971
2018-02-23T00:00:13.019Z,Hai Phong,Joss Whedon,12782
2018-02-23T00:00:14.034Z,France,Joss Whedon,12782
2018-02-23T00:00:14.599Z,United Kingdom,Joss Whedon,12782
2018-02-23T00:00:14.640Z,Puerto Rico,Joss Whedon,12971
2018-02-23T00:00:14.725Z,Spain,Joss Whedon,12782
2018-02-23T00:00:14.733Z,Vietnam,Joss Whedon,12782
2018-02-23T00:00:14.938Z,Mexico,Joss Whedon,12782
2018-02-23T01:00:07.161Z,Acapulco,Joss Whedon,14465
2018-02-23T01:00:07.197Z,Concepcion,Joss Whedon,14587
2018-02-23T01:00:07.284Z,Naucalpan de Juárez,Joss Whedon,14465
2018-02-23T01:00:07.389Z,Ecatepec de Morelos,Joss Whedon,14465
2018-02-23T01:00:07.406Z,Montpellier,Joss Whedon,14465
2018-02-23T01:00:07.566Z,Mexico City,Joss Whedon,14465
2018-02-23T01:00:07.577Z,Mérida,Joss Whedon,14587
2018-02-23T01:00:08.008Z,Querétaro,Joss Whedon,14465
2018-02-23T01:00:08.141Z,Monterrey,Joss Whedon,14587
2018-02-23T01:00:08.344Z,Valparaiso,Joss Whedon,14587
2018-02-23T01:00:08.369Z,San Luis Potosí,Joss Whedon,14587
2018-02-23T01:00:08.448Z,Culiacán,Joss Whedon,14587
2018-02-23T01:00:08.543Z,León,Joss Whedon,14587
2018-02-23T01:00:08.573Z,Nezahualcóyotl,Joss Whedon,14587
2018-02-23T01:00:08.615Z,Puebla,Joss Whedon,14587
2018-02-23T01:00:08.706Z,Guadalajara,Joss Whedon,14465
2018-02-23T01:00:08.729Z,Aguascalientes,Joss Whedon,14465
2018-02-23T01:00:08.788Z,Morelia,Joss Whedon,14587
2018-02-23T01:00:09.209Z,Lyon,Joss Whedon,14587
2018-02-23T01:00:09.223Z,Hermosillo,Joss Whedon,14465
2018-02-23T01:00:09.265Z,Zapopan,Joss Whedon,14465
2018-02-23T01:00:09.602Z,Toulouse,Joss Whedon,14465
2018-02-23T01:00:09.686Z,Nantes,Joss Whedon,14465
2018-02-23T01:00:09.732Z,Las Palmas,Joss Whedon,14587
2018-02-23T01:00:09.767Z,Bordeaux,Joss Whedon,14465
2018-02-23T01:00:09.866Z,Madrid,Joss Whedon,14587
2018-02-23T01:00:09.877Z,Can Tho,Joss Whedon,14465
2018-02-23T01:00:09.952Z,Palma,Joss Whedon,14587
2018-02-23T01:00:09.973Z,Valencia,Joss Whedon,14587
2018-02-23T01:00:10.102Z,Malaga,Joss Whedon,14465
2018-02-23T01:00:10.231Z,Hanoi,Joss Whedon,14465
2018-02-23T01:00:10.400Z,Marseille,Joss Whedon,14587
2018-02-23T01:00:10.496Z,Lille,Joss Whedon,14587
2018-02-23T01:00:10.559Z,Bilbao,Joss Whedon,14587
2018-02-23T01:00:10.566Z,Mexicali,Joss Whedon,14465
2018-02-23T01:00:10.611Z,Ciudad Juarez,Joss Whedon,14465
2018-02-23T01:00:10.624Z,Saltillo,Joss Whedon,14587
2018-02-23T01:00:10.639Z,Santiago,Joss Whedon,14587
2018-02-23T01:00:10.734Z,Rennes,Joss Whedon,14465
2018-02-23T01:00:10.807Z,Tijuana,Joss Whedon,14587
2018-02-23T01:00:11.012Z,Barcelona,Joss Whedon,14465
2018-02-23T01:00:11.064Z,Ho Chi Minh City,Joss Whedon,14587
2018-02-23T01:00:11.655Z,Chihuahua,Joss Whedon,14465
2018-02-23T01:00:11.716Z,Paris,Joss Whedon,14465
2018-02-23T01:00:11.775Z,Toluca,Joss Whedon,14587
2018-02-23T01:00:11.781Z,Hai Phong,Joss Whedon,14587
2018-02-23T01:00:11.836Z,Zaragoza,Joss Whedon,14465
2018-02-23T01:00:11.843Z,Strasbourg,Joss Whedon,14587
2018-02-23T01:00:11.952Z,Seville,Joss Whedon,14587
